"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"PC4ENLNJ","journalArticle","2010","Callele, David; Neufeld, Eric; Schneider, Kevin","An introduction to experience requirements","Proceedings of the 2010 18th IEEE International Requirements Engineering Conference, RE2010","","","10.1109/RE.2010.55","","We consider the application of requirements engineering principles and techniques to the elicitation, capture, and representation of the output of the user experience design process. A stimulus-perception-response model is used to motivate experience requirements, defined as descriptions of user experiences that must be met (functional experiences) or are satisfaction goals (non-functional experiences). We identify potential benefits and look at experience requirements in video games. ? 2010 IEEE.","2010","2021-02-26 20:18:49","2021-02-26 20:18:49","","395–396","","","","","","","","","","","","","","","","","","","","ISBN: 9780769541624 Publisher: IEEE","","","","Experience requirements; Non-functional requirements; User experience design","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58E8F5H2","book","2005","Schultz, Charles P.; Bryant, Robert; Langdell, Tim","Game testing all in one","","978-1-59200-373-0","","","","","2005","2021-02-26 20:18:49","2021-02-26 20:18:49","","","487","","","","","","","","","","Thomson/Course Technology","Boston, MA","en","","","","","Library of Congress ISBN","QA76.76.C672 S36 2005","OCLC: ocm58530176","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/8LHZDNSB/Schultz et al. - 2005 - Game testing all in one.pdf","","","Computer games; Design; Programming; Video games","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EZRE8NGC","conferencePaper","2016","Mirza-Babaei, Pejman; Moosajee, Naeem; Drenikow, Brandon","Playtesting for indie studios","Proceedings of the 20th International Academic Mindtrek Conference","978-1-4503-4367-1","","10.1145/2994310.2994364","http://doi.org/10.1145/2994310.2994364","Creating video games is a lengthy and demanding process. Financial success for games studios often depends on making games that deliver a fun and engaging experience for a diverse audience of players. Therefore, understanding how players interact and behave during gameplay is of vital importance. Playtesting aims to assist developers to achieve their design intent and help to identify and resolve potential problem areas during development. However, playtests are not always feasible or affordable for smaller, independent game developers (indie studios) because they require specialized equipment and expertise. In addition to this, there is a lack of research on the value of playtesting for indie studios, which means most indie developers are not convinced of the value of user research and playtesting. This paper reports on our collaboration with six commercial indie developers conducting eleven rounds of playtesting session. Through these collaborations, our paper contributes to this growing domain by highlighting the value of playtesting for indie developers and discussing the user research process and approaches based on indie developers' needs and budget.","2016-10-17","2021-02-26 20:18:54","2021-02-26 20:18:54","2020-11-18","366–374","","","","","","","AcademicMindtrek '16","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/Z4S9ZKZL/Mirza-Babaei et al. - 2016 - Playtesting for indie studios.pdf","","","case studies; game development; games user research; indie developers; playtesting; user experience","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GYQCH7KG","journalArticle","2016","Bingamawa, Muhammad Tosan; Ahmad, Sabrina","A Review on Requirement Engineering Process in Game Development","","","","10.13140/RG.2.2.32494.00329","http://rgdoi.net/10.13140/RG.2.2.32494.00329","With rapid development of technology, game development is also follow the improvement of technology. Many choices of game application is available in application store for people to play. However, people will be selective to choose which game that they want to play. This is becoming a new challenge for game developer to provide a game application that fulfill the market needs and trends. By applying requirement engineering technique in game development, it may help the developers to provide a game that can satisfy and fulfil the user requirement. In this paper, the author discuss a general requirement engineering phase, technique and also other requirement that proposed by previous researcher. The aims of this paper is to give a review on the requirement engineering technique implemented in game development.","2016","2021-02-26 20:18:54","2021-02-26 20:18:54","2020-11-04 15:52:18","","","","","","","","","","","","","","en","","","","","DOI.org (Datacite)","","Publisher: Unpublished","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/YHYE8JZX/Bingamawa and Ahmad - 2016 - A Review on Requirement Engineering Process in Gam.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MZRA2VQH","journalArticle","2019","Engström, Henrik","GDC vs. DiGRA: Gaps in Game","","","","","","Previous studies have revealed a gap between game research and industry game production. This article presents an analysis of this research gap using the tracks and summits at the Game Developers Conference (GDC) as a point of reference. The result shows that there are several areas where there exists very little research. The DiGRA conference is no exception – since 2006, only a handful of papers present empirics from game production. Studies are in particular rare for content producing areas, such as audio, visual arts, and narrative. There are plenty of opportunities for researchers to extract experiences and knowledge from game professionals and to identify problems to be addressed. To do this, collaboration models need to be established that endure non-disclosure agreements and crunch cultures.","2019","2021-02-26 20:18:54","2021-02-26 20:36:08","","19","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/TRGKLFPE/Engström - GDC vs. DiGRA Gaps in Game.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUDKLHLL","conferencePaper","2019","McKenzie, Timothy; Trujillo, Miguel Morales; Hoermann, Simon","Software Engineering Practices and Methods in the Game Development Industry","Extended Abstracts of the Annual Symposium on Computer-Human Interaction in Play Companion Extended Abstracts  - CHI PLAY '19 Extended Abstracts","978-1-4503-6871-1","","10.1145/3341215.3354647","http://dl.acm.org/citation.cfm?doid=3341215.3354647","Applying current software engineering practices in the game development industry is a rapidly growing but under researched area. Whether game development studios align to traditional software engineering practices such as agile methodologies to develop their games is not known. It is also unknown how studios perceive their own adherence to such agile development practices. Furthermore, struggling start-up studios could beneﬁt from implementing development practices based on the experiences of established studios. Hence, an exploratory survey was conducted to determine the practice of, and perception of agile game development in New Zealand. The results show that while studios universally state and perceive that they use the agile framework Scrum and sometimes Kanban, their actual practices often differ from these frameworks in key areas. Furthermore, studios collectively overestimated their level of adherence with Scrum. This has general implications for related academic studies as well as for the game industry’s own evaluation and improvement of their practices.","2019","2021-02-26 20:18:54","2021-02-26 20:18:54","2020-11-04 16:03:27","181-193","","","","","","","","","","","ACM Press","Barcelona, Spain","en","","","","","DOI.org (Crossref)","","","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/E3I3VDX7/McKenzie et al. - 2019 - Software Engineering Practices and Methods in the .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Extended Abstracts of the Annual Symposium","","","","","","","","","","","","","","",""
"F8YFNJA5","journalArticle","2017","Ahmed, Faheem; Zia, Muhammad; Mahmood, Hasan; Al Kobaisi, Shayma","Open source computer game application: An empirical analysis of quality concerns","Entertainment Computing","","1875-9521","10.1016/j.entcom.2017.04.001","http://www.sciencedirect.com/science/article/pii/S1875952117300290","A computer game is one of the major sources of entertainment. People nowadays spend a lot of time while playing computer games. Open Source Software (OSS), despite some reservations on the quality, has been steadily increasing its popularity. The uncontrolled change management foresees an increase in the complexity of the methods and classes in an application, which sometimes result in poor quality. The number of OSS projects dealing with computer game development are on the increase, which lead to more research interests in assessing the quality of OSS resulting products. Some studies that deal with the evaluating the OSS quality, concerns use user’s survey approach focusing on the usability aspects. The empirical investigations to evaluate the quality concerns of the design, using internal code attributes, needs attention of researchers. In this study, we aim to investigate the quality concerns of the design complexity of methods in OSS computer game applications using internal code attributes. We use three quality criteria, namely correctness, reliability and maintainability from the set of six factors of ISO 9126 model. We collect data from 55 OSS computer game applications and use various statistical analysis techniques to examine the research question of this study. We conclude that the methods of the OSS computer game applications demonstrate an acceptable level of quality in the three criteria of correctness, reliability and maintainability.","2017-06-01","2021-02-26 20:18:54","2021-02-26 20:18:54","2020-11-04 22:53:37","1-10","","","21","","Entertainment Computing","Open source computer game application","","","","","","","en","","","","","ScienceDirect","","","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/CQQLL2YU/Ahmed et al. - 2017 - Open source computer game application An empirica.pdf; /home/pol4ko/snap/zotero-snap/common/Zotero/storage/3RUYYD8U/S1875952117300290.html","","","Computer game; Empirical study; Maintainability; Open source software; Reliability; Software quality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CSHCM8FB","journalArticle","2019","Liu, Jing-Wei; Ho, Chia-Yu; Chang, Jamie Y. T.; Tsai, Jacob Chia-An","The role of Sprint planning and feedback in game development projects: Implications for game quality","Journal of Systems and Software","","0164-1212","10.1016/j.jss.2019.04.057","http://www.sciencedirect.com/science/article/pii/S0164121219300974","Game development projects adopt Scrum to leverage their flexibility, as game concepts and the customer preferences are highly abstract and unpredictable. The most desirable features in an original game will not be easily identified during the first phase of development but will emerge later in a clear pattern as developers and testers continuously playtest the game. Thus, game development projects use feedback from game testers to understand what they think of various features and concepts, to obtain a better understanding of problem spaces. This study proposes that game tester feedback moderates the effect of Sprint planning on game quality. A field study was conducted using a pair-matched questionnaire in which 102 game development projects participated. Results showed that Sprint planning has a positive effect on game quality. The results also revealed that iterative feedback has a moderating effect on the relationship between Sprint planning and game quality. Theoretical and practical implications are discussed.","2019-08-01","2021-02-26 20:18:54","2021-02-26 20:18:54","2020-11-04 23:15:06","79-91","","","154","","Journal of Systems and Software","The role of Sprint planning and feedback in game development projects","","","","","","","en","","","","","ScienceDirect","","","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/4PSTA4LU/Liu et al. - 2019 - The role of Sprint planning and feedback in game d.pdf; /home/pol4ko/snap/zotero-snap/common/Zotero/storage/TYJA665A/S0164121219300974.html","","","Feedback; Game development project; Game quality; Game tester; Sprint planning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E6LFVDSB","conferencePaper","2015","Daneva, M.","Play-Testing and Requirements Engineering: Implications for Research and Teaching","2015 IEEE/ACM 2nd International Workshop on Requirements Engineering and Testing","","","10.1109/RET.2015.10","","In Requirements Engineering (RE) for large scale game systems, play-testing is an important activity that is used to validate requirements from players' perspective. Play-testers are not professionals that are involved in the process of RE. They are not professional testers, either. Yet, their feedback in terms of perceptions and experiences of the early prototypes of a game, have a decisive impact on what the RE-professionals do next in the RE process. This position paper presents a qualitative study that sought to discover who takes the role of play-testers and what kind of feedback play-testers generate in the early stages of RE for games. The case study responds to the observation that no textbook on RE or software engineering addresses play-testing as a phenomenon, and that classic Computer Science programs at universities teach testing techniques mostly in the context of embedded systems, hence students often are left with little opportunity to develop testing skills that build upon play-testing practices happening in the game development sector. The study therefore was aimed at identifying important implications that play-testing may have for research and teaching.","2015-05","2021-02-26 20:18:54","2021-02-26 20:18:54","","9-12","","","","","","Play-Testing and Requirements Engineering","","","","","","","","","","","","IEEE Xplore","","","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/YBTKHINR/Daneva - 2015 - Play-Testing and Requirements Engineering Implica.pdf","","","Blogs; classic computer science programs; computer games; computer science education; Education; embedded systems; Empirical research method; feedback play-testers; game development sector; Games; large scale game systems; Play-testers; Play-testing; Prototypes; Qualitative study; RE process; RE-professionals; requirements engineering; requirements Engineering; Software; software engineering; Software engineering; systems analysis; teaching; Testing; universities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015 IEEE/ACM 2nd International Workshop on Requirements Engineering and Testing","","","","","","","","","","","","","","",""
"G3JSVKBA","conferencePaper","2019","Mozgovoy, M.","Multiplatform Automated Software Testing: Personal Experience of a Maintainer","2019 4th International Conference and Workshops on Recent Advances and Innovations in Engineering (ICRAIE)","","","10.1109/ICRAIE47735.2019.9037751","","Automated testing is an essential part of modern software development pipeline. The extent of functionality to be tested varies a lot from project to project, but at least some basic testing capabilities are built into many current development instruments, and automated testing practices are encouraged in most guidelines. The goal of this paper is to share some personal experience with automated smoke testing of a cross-platform game application. Unlike works dedicated to the general picture of testing tools and practices, this paper focuses on specific details and challenges associated with setting up and maintenance of day-to-day automated testing activities.","2019-11","2021-02-26 20:18:54","2021-02-26 20:18:54","","1-4","","","","","","Multiplatform Automated Software Testing","","","","","","","","","","","","IEEE Xplore","","","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/STXT7E86/Mozgovoy - 2019 - Multiplatform Automated Software Testing Personal.pdf","","","agile development; automated smoke testing; automated testing; automated testing practices; basic testing capabilities; computer games; cross-platform game application; current development instruments; day-to-day automated testing activities; Games; maintainer personal experience; Mobile handsets; modern software development pipeline; multiplatform automated software testing; Pipelines; program testing; quality assurance; Servers; smoke testing; Software; software engineering; Testing; testing tools; Universal Serial Bus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2019 4th International Conference and Workshops on Recent Advances and Innovations in Engineering (ICRAIE)","","","","","","","","","","","","","","",""
"K73DK7JG","journalArticle","2018","Mozgovoy, Maxim","QUALITY ASSURANCE IN A MOBILE GAME PROJECT: A CASE STUDY","","","","","","Quality assurance is an integral part of the software development process. Game projects possess their own distinctive traits that affect all stages of work, including quality assurance. The goal of this paper is to share the lessons learned during a three year-long mobile game development project. I will discuss the techniques that turned out to be most efficient for us: manual testing, automated and manual runtime bug reporting, Crashlytics crash analysis, and automated smoke testing. I will outline how these types of testing address typical game-specific issues, and why they can be recommended for a wide range of game projects.","2018","2021-02-26 20:18:54","2021-02-26 20:35:14","","3","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/XMPVAA5F/Mozgovoy - QUALITY ASSURANCE IN A MOBILE GAME PROJECT A CASE.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FZBGZHM3","conferencePaper","2019","de Oliveira Neto, José Nunes; Viana, Davi; Sá, Eveline; Rivero, Luis; Lopes, Rafael Fernandes; Silva, Francisco","Is there time for Software Testing in the Indie Games Development?: A survey with practitioners of the game industry","Proceedings of the XXXIII Brazilian Symposium on Software Engineering  - SBES 2019","978-1-4503-7651-8","","10.1145/3350768.3350787","http://dl.acm.org/citation.cfm?doid=3350768.3350787","In 2018, the game industry made about 137,9 billion dollars worldwide in a very competitive market, since each day new games are launched. Games can be created by large development companies; or by small teams with few resources, which pursue innovation and originality in games, commonly referred to as indie games. Regardless of the size of the organization and/or team, the complexity of the development related to the production of such software is similar. In order to deliver high quality games, the practitioners carry out software tests during the production of their indie games. These tests aim to analyze the speciﬁc characteristics of this type of software, such as the degree of entertainment and playability aspects. However, there still no consensus about how the test activities are performed during the development process of indie games. This paper presents a survey to identify the test practices during the development of indie games, aiming to understand how these activities are performed. As a result, we identiﬁed that developers worry about the execution of tests during the development of indie games, focusing on techniques that consider more than one inherent aspects of the game. Within the aspects that these developers focus on, we can name: the identiﬁcation of bugs, veriﬁcation of playability aspects and degree of entertainment of the game.","2019","2021-02-26 20:18:54","2021-02-26 20:18:54","2020-11-04 16:05:12","37-46","","","","","","Is there time for Software Testing in the Indie Games Development?","","","","","ACM Press","Salvador, Brazil","pt","","","","","DOI.org (Crossref)","","","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/FIKZ28N4/de Oliveira Neto et al. - 2019 - Is there time for Software Testing in the Indie Ga.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","the XXXIII Brazilian Symposium","","","","","","","","","","","","","","",""
"HTAR8ERU","conferencePaper","2020","Borrelli, Antonio; Nardone, Vittoria; Di Lucca, Giuseppe A.; Canfora, Gerardo; Di Penta, Massimiliano","Detecting Video Game-Specific Bad Smells in Unity Projects","Proceedings of the 17th International Conference on Mining Software Repositories","978-1-4503-7517-7","","10.1145/3379597.3387454","https://dl.acm.org/doi/10.1145/3379597.3387454","The growth of the video game market, the large proportion of games targeting mobile devices or streaming services, and the increasing complexity of video games trigger the availability of video gamespecific tools to assess performance and maintainability problems. This paper proposes UnityLinter, a static analysis tool that supports Unity video game developers to detect seven types of bad smells we have identified as relevant in video game development. Such smell types pertain to performance, maintainability and incorrect behavior problems. After having defined the smells by analyzing the existing literature and discussion forums, we have assessed their relevance with a survey involving 68 participants. Then, we have analyzed the occurrence of the studied smells in 100 opensource Unity projects, and also assessed UnityLinter’s accuracy. Results of our empirical investigation indicate that developers wellreceived performance- and behavior-related issues, while some maintainability issues are more controversial. UnityLinter is, in general, accurate enough in detecting smells (86%-100% precision and 50%-100% recall), and our study shows that the studied smell types occur in 39%-97% of the analyzed projects.","2020-06-29","2021-02-26 20:18:54","2021-02-26 20:18:54","2020-11-04 16:07:45","198-208","","","","","","","","","","","ACM","Seoul Republic of Korea","en","","","","","DOI.org (Crossref)","","","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/KGKIS8AP/Borrelli et al. - 2020 - Detecting Video Game-Specific Bad Smells in Unity .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MSR '20: 17th International Conference on Mining Software Repositories","","","","","","","","","","","","","","",""
"EKF7GY3E","thesis","2017","Hooper, Steffan","Automated Testing and Validation of Computer Graphics Implementations for Cross-platform Game Development","","","","","https://openrepository.aut.ac.nz/handle/10292/11017","Commercially released cross-platform video games often feature graphical defects, which negatively impact on the reputations of developers and publishers, as well as on the experience of the players. Game industry testing practices often rely on human testers to assure the quality of a game prior to release.    This thesis investigates the question of whether the testing and validation of computer graphics implementations for cross-platform game development can be automated to reduce the burden on human testers, accelerate the testing phase, and improve the quality of games. Using Design Science Research methods and patterns, iterative development and evaluation is undertaken to construct artefacts, drawing upon prior research and industrial works in related fields such as film and television, as well as proprietary game development insight. Elements of existing automated testing systems and image comparison techniques are combined with industry standard cross-platform development tools and methods to create a reusable and generalisable model of an automated test system, featuring image comparison methods, and record and playback techniques for cross-platform game implementations.    In conclusion, this thesis shows that it is possible to create a novel system that is able to detect graphical defects in output from a cross-platform game implementation.","2017","2021-02-26 20:18:54","2021-02-26 20:18:54","2020-11-04 16:08:23","","","","","","","","","","","","Auckland University of Technology","","en","OpenAccess","Thesis","","","openrepository.aut.ac.nz","","Accepted: 2017-11-23T21:02:38Z","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/6EZ7Y4IW/Hooper - 2017 - Automated Testing and Validation of Computer Graph.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MQFIEZ6H","journalArticle","2013","Wallner, G.; Kriglstein, S.","Visualization-based analysis of gameplay data – A review of literature","Entertainment Computing","","1875-9521","10.1016/j.entcom.2013.02.002","http://www.sciencedirect.com/science/article/pii/S1875952113000049","As video games are becoming more and more complex and are reaching a broader audience, there is an increasing interest in procedures to analyze player behavior and the impact of design decisions. Game companies traditionally relied on user-testing methods, like playtesting, surveys or videotaping, to obtain player feedback. However, these qualitative methods for data collection are time-consuming and the obtained data is often incomplete or subjective. Therefore, instrumentation became popular in recent years to unobtrusively obtain the detailed data required to thoroughly evaluate player behavior. To make sense of the large amount of data, appropriate tools and visualizations have been developed. This article reviews literature on visualization-based analysis of game metric data in order to give an overview of the current state of this emerging field of research. We discuss issues related to gameplay analysis, propose a broad categorization of visualization techniques and discuss their characteristics. Furthermore, we point out open problems to promote future research in this area.","2013-08-01","2021-02-26 20:18:54","2021-02-26 20:18:54","2020-11-04 16:22:13","143-155","","3","4","","Entertainment Computing","","","","","","","","en","","","","","ScienceDirect","","","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/NC9FMN2Q/Wallner and Kriglstein - 2013 - Visualization-based analysis of gameplay data – A .pdf","","","Evaluation; Gameplay analysis; Games; Visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8JK5R42R","conferencePaper","2014","Mirza-Babaei, Pejman; Wallner, Günter; McAllister, Graham; Nacke, Lennart E.","Unified visualization of quantitative and qualitative playtesting data","Proceedings of the extended abstracts of the 32nd annual ACM conference on Human factors in computing systems - CHI EA '14","978-1-4503-2474-8","","10.1145/2559206.2581224","http://dl.acm.org/citation.cfm?doid=2559206.2581224","A major challenge in studying player experience is tying together the results of quantitative and qualitative games user research (GUR) data. For example, combining data from players’ physiological measures with questionnaire or interview results and in-game movement data into a single report is not straightforward because the underlying data is often in different formats. Visualization techniques can facilitate the understanding of relationships among these data sets. Although various visualization techniques have already been introduced in GUR, most of these techniques only focus on displaying large amounts of data captured directly via telemetry without integrating qualitative or contextual data on players’ emotional experience. Hence, here we propose a novel visualization approach to triangulate the above mentioned mixed data sources.","2014","2021-02-26 20:18:54","2021-02-26 20:18:54","2020-11-04 16:22:59","1363-1368","","","","","","","","","","","ACM Press","Toronto, Ontario, Canada","en","","","","","DOI.org (Crossref)","","","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/EQVFQ93E/Mirza-Babaei et al. - 2014 - Unified visualization of quantitative and qualitat.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","the extended abstracts of the 32nd annual ACM conference","","","","","","","","","","","","","","",""
"XTB7HHQP","conferencePaper","2019","Wallner, Günter; Halabi, Nour; Mirza-Babaei, Pejman","Aggregated Visualization of Playtesting Data","Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems  - CHI '19","978-1-4503-5970-2","","10.1145/3290605.3300593","http://dl.acm.org/citation.cfm?doid=3290605.3300593","Playtesting is a key component in the game development process aimed at improving the quality of games through the collection of gameplay data and identification of design issues. Visualization techniques are currently being employed to help integrate quantitative and qualitative data. Despite that, two existing challenges are to determine the level of detail to be presented to developers based on their needs and to effectively communicate the collected data so that informed design changes can be reached. In this paper, we first propose an aggregated visualization technique that makes use of clustering, territory tessellation, and trajectory aggregation to simultaneously display mixed playtesting data. Secondly, to assess the usefulness of our technique we evaluate it through interviews with professional game developers and compare it to a non-aggregated visualization. The results of this study also provide an important contribution towards identifying areas of improvement in the portrayal of gameplay data.","2019","2021-02-26 20:18:54","2021-02-26 20:18:54","2020-11-04 16:33:16","1-12","","","","","","","","","","","ACM Press","Glasgow, Scotland Uk","en","","","","","DOI.org (Crossref)","","","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/5FD3RD7K/Wallner et al. - 2019 - Aggregated Visualization of Playtesting Data.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","the 2019 CHI Conference","","","","","","","","","","","","","","",""
"ECW3LDTK","journalArticle","2019","Bastos, Arthur Silva; Santos, Emanuele; Gomes, George Allan Menezes; Mourao, Marcos Arruda","Evaluating the Use of Affordable User Testing and Visualization Techniques in Level Design of a Hardcore 2D Platform Game","","","","","","As the videogame industry evolves, with more diverse and demanding players, making games becomes an increasingly complex task. Modern developers apply Games User Research (GUR) methods to make informed game design decisions based on their target audience. Traditional methods include observation, interview, and questionnaires. In order to obtain detailed user or gameplay information, complementary methods might be required. We analyze the inclusion of two affordable complementary methods, namely webcam-based eye-tracking and telemetry, along with data visualization in a playtesting routine. By developing three versions of a hardcore 2D platform game that demands multitasking abilities using different GUR methods, we were able to ﬁnd that the chosen complementary methods cover a signiﬁcant amount of gameplay issues. The metrics and eye-tracking data visualization provided insights about multitasking and level design. Furthermore, we discuss the challenges of evaluating prototypes regarding a more enjoyable experience when frustration is a desirable gameplay element.","2019","2021-02-26 20:18:54","2021-02-26 20:18:54","","10","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/G7CZUHR3/Bastos et al. - 2019 - Evaluating the Use of Affordable User Testing and .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27X58RMY","conferencePaper","2020","Agarwal, S.; Herrmann, C.; Wallner, G.; Beck, F.","Visualizing AI Playtesting Data of 2D Side-scrolling Games","2020 IEEE Conference on Games (CoG)","","","10.1109/CoG47356.2020.9231915","","Human playtesting is a useful step in the game development process, but involves high economic costs and is time-consuming. While playtesting through artificial intelligence is gaining attention, it is challenging to analyze the collected data. We address the challenge by proposing visualizations to derive insights about level design in 2D side-scrolling games. To focus on the navigation behavior in the level design, we study the trajectories of computer agents trained using artificial intelligence. We demonstrate the effectiveness of our approach by implementing a web-based prototype and presenting the insights gained from the visualizations for the game Sonic the Hedgehog 2. We highlight lessons learned and directions to customize the approach for other analysis goals of playtesting.","2020-08","2021-02-26 20:18:54","2021-02-26 20:18:54","","572-575","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 2325-4289","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/EG2CWFQN/Agarwal et al. - 2020 - Visualizing AI Playtesting Data of 2D Side-scrolli.pdf","","","artificial intelligence; playtesting; visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020 IEEE Conference on Games (CoG)","","","","","","","","","","","","","","",""
"96FPW9HH","conferencePaper","2019","Halabi, Nour; Wallner, Günter; Mirza-Babaei, Pejman","Assessing the Impact of Visual Design on the Interpretation of Aggregated Playtesting Data Visualization","Proceedings of the Annual Symposium on Computer-Human Interaction in Play","978-1-4503-6688-5","","10.1145/3311350.3347164","https://dl.acm.org/doi/10.1145/3311350.3347164","Making effective use of data generated from players interacting with games (often via playtesting to improve game quality) is a challenging task since the datasets are often mixed and very large. To address this, various visualization techniques have been introduced to help game developers cope with the data. However, there is a gap in research concerning the impact of different visual designs on the interpretation of gameplay data. In this paper, we propose four alternative visual designs of an aggregated visualization and assess how professional game developers interpret the data differently due to changes in the visual designs. Our results provide an understanding and a supporting argument about the impact of the visual properties transparency and shading (both positive and negative) on the interpretation of the represented data. This is an important contribution to the ﬁeld of Games User Research given the current move towards data-informed decision making and the popularity of data visualizations.","2019-10-17","2021-02-26 20:18:54","2021-02-26 20:18:54","2020-11-04 16:39:07","639-650","","","","","","","","","","","ACM","Barcelona Spain","en","","","","","DOI.org (Crossref)","","","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/6XU2EB2V/Halabi et al. - 2019 - Assessing the Impact of Visual Design on the Inter.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHI PLAY '19: The Annual Symposium on Computer-Human Interaction in Play","","","","","","","","","","","","","","",""
